feature_type,mode,start_layer,end_layer,best_epoch,train_auroc,train_auprc,train_log_loss,val_auroc,val_auprc,val_log_loss,test_auroc,test_auprc,test_log_loss
ffn,single,30,30,60,1.0,1.0,0.0002249180915860437,1.0,1.0,0.002998170218307993,1.0,0.9999999999999999,0.0013892244371339088
ffn,single,31,31,60,1.0,1.0,0.0002312788987519188,1.0,1.0,0.007729665393021012,1.0,0.9999999999999999,0.0023716609397139168
ffn,single,32,32,60,1.0,1.0,0.00021372226371259358,1.0,1.0,0.008462903911680943,0.9999586640211641,0.9999638307278048,0.06328618169175679
ffn,single,33,33,60,1.0,1.0,0.00022832597253491058,1.0,1.0,0.003740624294987714,1.0,0.9999999999999999,0.0017513855607178338
ffn,single,34,34,60,1.0,1.0,0.0003520644332446145,1.0,1.0,0.015958322082426483,1.0,0.9999999999999999,0.011092879669890036
ffn,single,35,35,50,1.0,1.0,0.0009571340187675042,1.0,1.0,0.013633765752807846,0.9993524029982364,0.9994308863672506,0.035279892185130515
ffn,consecutive3,4,6,60,1.0,1.0,1.8061215697170623e-05,1.0,1.0,0.10388120397904976,1.0,0.9999999999999999,0.001488198215777069
ffn,consecutive3,5,7,60,1.0,1.0,2.2222707815629315e-05,1.0,1.0,0.031239116494213744,1.0,0.9999999999999999,0.00014593336537756867
ffn,consecutive3,6,8,60,1.0,1.0,1.228245773326809e-05,1.0,1.0,0.004316684622748098,1.0,0.9999999999999999,7.868174517700325e-05
ffn,consecutive3,7,9,60,1.0,1.0,8.182264798361141e-06,1.0,1.0,0.0014044814849850837,1.0,0.9999999999999999,3.338547985752549e-06
ffn,consecutive3,8,10,60,1.0,1.0,6.620541116688554e-06,1.0,1.0,0.00016807778054617206,1.0,0.9999999999999999,2.780418926267121e-06
ffn,consecutive3,9,11,60,1.0,1.0,5.892900079354697e-06,1.0,1.0,0.00024040298823049252,1.0,0.9999999999999999,1.3813847575885067e-05
ffn,consecutive3,10,12,60,1.0,1.0,6.997440536015506e-06,1.0,1.0,8.187495884158038e-05,1.0,0.9999999999999999,3.5042508659891694e-05
ffn,consecutive3,11,13,60,1.0,1.0,6.596001435526607e-06,1.0,1.0,0.00011483304437450344,1.0,0.9999999999999999,9.233313891095624e-06
ffn,consecutive3,12,14,60,1.0,1.0,4.192347716958338e-06,1.0,1.0,1.3737329597235683e-05,1.0,0.9999999999999999,1.5878831468366762e-05
